hour,production,consumption
2023-05-01 00:00,0.0,2.77
2023-05-01 01:00,0.0,3.58
2023-05-01 02:00,0.0,3.15
2023-05-01 03:00,0.0,2.62
2023-05-01 04:00,0.0,3.66
2023-05-01 05:00,0.0,2.99
2023-05-01 06:00,0.0,9.21
2023-05-01 07:00,1.2,8.53
2023-05-01 08:00,1.07,8.68
2023-05-01 09:00,2.61,7.59
2023-05-01 10:00,2.61,9.44
2023-05-01 11:00,3.48,10.6
2023-05-01 12:00,2.88,9.49
2023-05-01 13:00,4.83,10.56
2023-05-01 14:00,3.01,9.88
2023-05-01 15:00,2.28,8.93
2023-05-01 16:00,1.99,8.81
2023-05-01 17:00,1.55,10.53
2023-05-01 18:00,0.46,10.8
2023-05-01 19:00,0.0,8.18
2023-05-01 20:00,0.0,7.51
2023-05-01 21:00,0.0,7.65
2023-05-01 22:00,0.0,7.49
2023-05-01 23:00,0.0,2.99
2023-05-02 00:00,0.0,3.27
2023-05-02 01:00,0.0,3.19
2023-05-02 02:00,0.0,2.75
2023-05-02 03:00,0.0,2.85
2023-05-02 04:00,0.0,2.48
2023-05-02 05:00,0.0,2.89
2023-05-02 06:00,0.0,11.27
2023-05-02 07:00,0.28,8.81
2023-05-02 08:00,0.96,9.48
2023-05-02 09:00,2.28,7.03
2023-05-02 10:00,3.62,8.07
2023-05-02 11:00,4.06,10.58
2023-05-02 12:00,4.25,8.49
2023-05-02 13:00,3.62,9.04
2023-05-02 14:00,3.42,9.85
2023-05-02 15:00,2.25,8.97
2023-05-02 16:00,1.72,9.26
2023-05-02 17:00,0.71,7.71
2023-05-02 18:00,0.82,7.38
2023-05-02 19:00,0.0,8.54
2023-05-02 20:00,0.0,9.77
2023-05-02 21:00,0.0,8.01
2023-05-02 22:00,0.0,9.69
2023-05-02 23:00,0.0,2.53
2023-05-03 00:00,0.0,2.21
2023-05-03 01:00,0.0,3.23
2023-05-03 02:00,0.0,3.18
2023-05-03 03:00,0.0,3.63
2023-05-03 04:00,0.0,2.94
2023-05-03 05:00,0.0,3.71
2023-05-03 06:00,0.0,8.27
2023-05-03 07:00,1.87,9.68
2023-05-03 08:00,1.72,7.62
2023-05-03 09:00,2.18,10.5
2023-05-03 10:00,2.88,9.4
2023-05-03 11:00,4.82,8.65
2023-05-03 12:00,4.08,7.2
2023-05-03 13:00,3.78,6.86
2023-05-03 14:00,2.67,8.42
2023-05-03 15:00,2.54,6.75
2023-05-03 16:00,1.43,8.12
2023-05-03 17:00,0.23,7.76
2023-05-03 18:00,0.0,9.28
2023-05-03 19:00,0.0,7.15
2023-05-03 20:00,0.0,7.46
2023-05-03 21:00,0.0,8.79
2023-05-03 22:00,0.0,9.2
2023-05-03 23:00,0.0,2.98
2023-05-04 00:00,0.0,3.02
2023-05-04 01:00,0.0,2.69
2023-05-04 02:00,0.0,2.72
2023-05-04 03:00,0.0,2.93
2023-05-04 04:00,0.0,3.0
2023-05-04 05:00,0.0,3.25
2023-05-04 06:00,0.0,7.19
2023-05-04 07:00,1.36,8.73
2023-05-04 08:00,1.87,7.79
2023-05-04 09:00,2.1,9.65
2023-05-04 10:00,3.48,8.1
2023-05-04 11:00,3.97,7.25
2023-05-04 12:00,4.91,10.32
2023-05-04 13:00,3.98,9.7
2023-05-04 14:00,3.39,9.19
2023-05-04 15:00,2.9,8.81
2023-05-04 16:00,1.18,10.45
2023-05-04 17:00,1.37,10.35
2023-05-04 18:00,0.22,10.6
2023-05-04 19:00,0.0,8.46
2023-05-04 20:00,0.0,9.04
2023-05-04 21:00,0.0,8.37
2023-05-04 22:00,0.0,8.22
2023-05-04 23:00,0.0,2.71
2023-05-05 00:00,0.0,3.31
2023-05-05 01:00,0.0,3.65
2023-05-05 02:00,0.0,3.1
2023-05-05 03:00,0.0,3.46
2023-05-05 04:00,0.0,2.91
2023-05-05 05:00,0.0,2.73
2023-05-05 06:00,0.0,8.46
2023-05-05 07:00,1.48,8.69
2023-05-05 08:00,0.99,9.43
2023-05-05 09:00,2.04,8.8
2023-05-05 10:00,2.28,7.46
2023-05-05 11:00,3.92,10.98
2023-05-05 12:00,5.56,8.4
2023-05-05 13:00,4.54,9.55
2023-05-05 14:00,4.17,9.86
2023-05-05 15:00,2.25,11.17
2023-05-05 16:00,1.44,9.35
2023-05-05 17:00,0.29,11.37
2023-05-05 18:00,1.03,7.8
2023-05-05 19:00,0.0,8.46
2023-05-05 20:00,0.0,11.19
2023-05-05 21:00,0.0,10.02
2023-05-05 22:00,0.0,8.76
2023-05-05 23:00,0.0,3.1
2023-05-06 00:00,0.0,2.75
2023-05-06 01:00,0.0,2.84
2023-05-06 02:00,0.0,3.16
2023-05-06 03:00,0.0,2.74
2023-05-06 04:00,0.0,3.45
2023-05-06 05:00,0.0,3.18
2023-05-06 06:00,0.0,9.23
2023-05-06 07:00,1.55,9.27
2023-05-06 08:00,1.42,6.41
2023-05-06 09:00,3.3,9.83
2023-05-06 10:00,4.23,8.66
2023-05-06 11:00,4.28,10.6
2023-05-06 12:00,4.23,8.99
2023-05-06 13:00,3.02,9.04
2023-05-06 14:00,3.76,9.52
2023-05-06 15:00,2.59,7.53
2023-05-06 16:00,1.13,11.77
2023-05-06 17:00,0.47,9.89
2023-05-06 18:00,0.9,9.09
2023-05-06 19:00,0.0,9.24
2023-05-06 20:00,0.0,10.39
2023-05-06 21:00,0.0,9.92
2023-05-06 22:00,0.0,9.75
2023-05-06 23:00,0.0,3.2
2023-05-07 00:00,0.0,2.56
2023-05-07 01:00,0.0,3.0
2023-05-07 02:00,0.0,3.43
2023-05-07 03:00,0.0,2.97
2023-05-07 04:00,0.0,3.3
2023-05-07 05:00,0.0,2.82
2023-05-07 06:00,0.0,9.21
2023-05-07 07:00,0.64,8.22
2023-05-07 08:00,1.1,9.3
2023-05-07 09:00,2.11,9.21
2023-05-07 10:00,3.57,9.14
2023-05-07 11:00,5.03,9.86
2023-05-07 12:00,4.68,9.55
2023-05-07 13:00,2.27,9.99
2023-05-07 14:00,2.63,10.52
2023-05-07 15:00,1.78,9.32
2023-05-07 16:00,1.42,10.7
2023-05-07 17:00,0.98,6.74
2023-05-07 18:00,0.36,9.43
2023-05-07 19:00,0.0,9.16
2023-05-07 20:00,0.0,9.04
2023-05-07 21:00,0.0,7.06
2023-05-07 22:00,0.0,8.17
2023-05-07 23:00,0.0,3.3
