hour,production,consumption
2023-08-01 00:00,0.0,2.78
2023-08-01 01:00,0.0,2.38
2023-08-01 02:00,0.0,2.64
2023-08-01 03:00,0.0,2.82
2023-08-01 04:00,0.0,2.88
2023-08-01 05:00,0.0,2.89
2023-08-01 06:00,0.0,9.45
2023-08-01 07:00,0.45,5.34
2023-08-01 08:00,1.32,9.33
2023-08-01 09:00,2.11,9.29
2023-08-01 10:00,2.31,8.16
2023-08-01 11:00,3.72,8.91
2023-08-01 12:00,4.54,8.27
2023-08-01 13:00,3.45,8.99
2023-08-01 14:00,4.3,6.86
2023-08-01 15:00,1.82,9.21
2023-08-01 16:00,2.81,10.42
2023-08-01 17:00,0.48,8.44
2023-08-01 18:00,0.52,9.75
2023-08-01 19:00,0.0,10.05
2023-08-01 20:00,0.0,9.53
2023-08-01 21:00,0.0,10.78
2023-08-01 22:00,0.0,9.43
2023-08-01 23:00,0.0,3.59
2023-08-02 00:00,0.0,3.41
2023-08-02 01:00,0.0,3.67
2023-08-02 02:00,0.0,2.91
2023-08-02 03:00,0.0,2.3
2023-08-02 04:00,0.0,2.81
2023-08-02 05:00,0.0,3.17
2023-08-02 06:00,0.0,8.89
2023-08-02 07:00,1.3,8.51
2023-08-02 08:00,1.48,9.54
2023-08-02 09:00,2.17,10.35
2023-08-02 10:00,2.65,6.56
2023-08-02 11:00,3.14,9.72
2023-08-02 12:00,3.97,10.0
2023-08-02 13:00,3.77,9.79
2023-08-02 14:00,2.95,7.32
2023-08-02 15:00,2.52,9.62
2023-08-02 16:00,1.2,8.75
2023-08-02 17:00,1.1,7.67
2023-08-02 18:00,0.24,8.92
2023-08-02 19:00,0.0,6.18
2023-08-02 20:00,0.0,7.38
2023-08-02 21:00,0.0,9.33
2023-08-02 22:00,0.0,7.92
2023-08-02 23:00,0.0,2.83
2023-08-03 00:00,0.0,3.65
2023-08-03 01:00,0.0,2.84
2023-08-03 02:00,0.0,1.98
2023-08-03 03:00,0.0,2.35
2023-08-03 04:00,0.0,2.65
2023-08-03 05:00,0.0,3.17
2023-08-03 06:00,0.0,10.21
2023-08-03 07:00,1.0,8.19
2023-08-03 08:00,1.86,8.27
2023-08-03 09:00,2.8,8.93
2023-08-03 10:00,3.81,10.18
2023-08-03 11:00,3.96,8.08
2023-08-03 12:00,5.23,7.94
2023-08-03 13:00,4.34,9.62
2023-08-03 14:00,2.53,10.83
2023-08-03 15:00,2.6,10.17
2023-08-03 16:00,1.83,9.94
2023-08-03 17:00,1.67,10.3
2023-08-03 18:00,0.75,9.39
2023-08-03 19:00,0.0,7.04
2023-08-03 20:00,0.0,9.49
2023-08-03 21:00,0.0,9.62
2023-08-03 22:00,0.0,10.5
2023-08-03 23:00,0.0,3.07
2023-08-04 00:00,0.0,2.73
