hour,production,consumption
2023-07-01 00:00,0.0,3.31
2023-07-01 01:00,0.0,2.57
2023-07-01 02:00,0.0,2.85
2023-07-01 03:00,0.0,2.96
2023-07-01 04:00,0.0,3.08
2023-07-01 05:00,0.0,3.17
2023-07-01 06:00,0.0,11.07
2023-07-01 07:00,1.04,10.87
2023-07-01 08:00,0.83,10.26
2023-07-01 09:00,1.4,10.74
2023-07-01 10:00,3.4,8.88
2023-07-01 11:00,3.58,7.68
2023-07-01 12:00,4.18,9.88
2023-07-01 13:00,5.3,9.04
2023-07-01 14:00,2.51,8.49
2023-07-01 15:00,1.61,8.78
2023-07-01 16:00,1.93,8.0
2023-07-01 17:00,0.93,9.96
2023-07-01 18:00,0.47,10.29
2023-07-01 19:00,0.0,9.95
2023-07-01 20:00,0.0,7.45
2023-07-01 21:00,0.0,8.1
2023-07-01 22:00,0.0,8.45
2023-07-01 23:00,0.0,2.32
2023-07-02 00:00,0.0,3.11
2023-07-02 01:00,0.0,2.84
2023-07-02 02:00,0.0,3.49
2023-07-02 03:00,0.0,3.14
2023-07-02 04:00,0.0,3.01
2023-07-02 05:00,0.0,3.76
2023-07-02 06:00,0.0,9.24
2023-07-02 07:00,1.34,9.07
2023-07-02 08:00,1.34,8.57
2023-07-02 09:00,0.54,9.72
2023-07-02 10:00,2.12,8.89
2023-07-02 11:00,4.01,9.87
2023-07-02 12:00,5.1,10.81
2023-07-02 13:00,4.26,9.26
2023-07-02 14:00,3.7,9.63
2023-07-02 15:00,3.37,9.24
2023-07-02 16:00,1.11,7.45
2023-07-02 17:00,0.3,6.46
2023-07-02 18:00,0.97,9.03
2023-07-02 19:00,0.0,10.56
2023-07-02 20:00,0.0,6.65
2023-07-02 21:00,0.0,7.92
2023-07-02 22:00,0.0,8.95
2023-07-02 23:00,0.0,3.09
2023-07-03 00:00,0.0,2.89
2023-07-03 01:00,0.0,2.43
2023-07-03 02:00,0.0,3.0
2023-07-03 03:00,0.0,3.01
2023-07-03 04:00,0.0,3.3
2023-07-03 05:00,0.0,3.05
2023-07-03 06:00,0.0,8.53
2023-07-03 07:00,0.59,8.86
2023-07-03 08:00,1.46,8.17
2023-07-03 09:00,3.04,8.51
2023-07-03 10:00,2.92,9.48
2023-07-03 11:00,3.84,11.74
2023-07-03 12:00,6.0,10.02
2023-07-03 13:00,5.14,8.52
2023-07-03 14:00,2.48,11.86
2023-07-03 15:00,2.04,9.95
2023-07-03 16:00,1.15,8.09
2023-07-03 17:00,1.36,8.41
2023-07-03 18:00,0.84,8.22
2023-07-03 19:00,0.0,11.44
2023-07-03 20:00,0.0,7.63
2023-07-03 21:00,0.0,7.57
2023-07-03 22:00,0.0,10.16
2023-07-03 23:00,0.0,3.18
2023-07-04 00:00,0.0,2.93
2023-07-04 01:00,0.0,3.16
2023-07-04 02:00,0.0,2.9
2023-07-04 03:00,0.0,3.19
2023-07-04 04:00,0.0,2.97
2023-07-04 05:00,0.0,2.69
2023-07-04 06:00,0.0,7.97
2023-07-04 07:00,0.8,9.72
