hour,production,consumption
2023-03-01 00:00,0.0,2.62
2023-03-01 01:00,0.0,3.0
2023-03-01 02:00,0.0,3.1
2023-03-01 03:00,0.0,2.79
2023-03-01 04:00,0.0,3.08
2023-03-01 05:00,0.0,2.76
2023-03-01 06:00,0.0,9.81
2023-03-01 07:00,1.23,9.1
2023-03-01 08:00,0.55,8.17
2023-03-01 09:00,2.63,7.78
2023-03-01 10:00,2.02,8.76
2023-03-01 11:00,3.21,9.01
2023-03-01 12:00,4.62,8.83
2023-03-01 13:00,3.84,9.96
2023-03-01 14:00,2.2,9.24
2023-03-01 15:00,1.75,9.64
2023-03-01 16:00,1.85,7.4
2023-03-01 17:00,1.0,8.34
2023-03-01 18:00,1.03,9.81
2023-03-01 19:00,0.0,9.45
2023-03-01 20:00,0.0,8.58
2023-03-01 21:00,0.0,10.13
2023-03-01 22:00,0.0,10.04
2023-03-01 23:00,0.0,2.7
2023-03-02 00:00,0.0,2.74
2023-03-02 01:00,0.0,3.85
2023-03-02 02:00,0.0,2.99
2023-03-02 03:00,0.0,2.88
2023-03-02 04:00,0.0,3.06
2023-03-02 05:00,0.0,2.61
2023-03-02 06:00,0.0,8.71
2023-03-02 07:00,0.63,10.71
2023-03-02 08:00,1.93,9.95
2023-03-02 09:00,2.02,10.03
2023-03-02 10:00,3.03,10.15
2023-03-02 11:00,3.9,9.6
2023-03-02 12:00,5.23,7.32
2023-03-02 13:00,4.7,9.98
2023-03-02 14:00,2.66,7.77
2023-03-02 15:00,2.34,9.47
2023-03-02 16:00,1.87,10.71
2023-03-02 17:00,1.05,8.59
2023-03-02 18:00,0.39,7.31
2023-03-02 19:00,0.0,9.29
2023-03-02 20:00,0.0,9.17
2023-03-02 21:00,0.0,9.48
2023-03-02 22:00,0.0,9.12
2023-03-02 23:00,0.0,2.71
2023-03-03 00:00,0.0,3.01
2023-03-03 01:00,0.0,3.32
2023-03-03 02:00,0.0,3.19
2023-03-03 03:00,0.0,2.45
2023-03-03 04:00,0.0,2.78
2023-03-03 05:00,0.0,2.47
2023-03-03 06:00,0.0,9.03
2023-03-03 07:00,0.54,9.19
2023-03-03 08:00,1.05,9.84
2023-03-03 09:00,2.92,7.13
2023-03-03 10:00,4.3,9.77
2023-03-03 11:00,5.34,8.17
2023-03-03 12:00,5.21,6.68
2023-03-03 13:00,2.62,8.2
2023-03-03 14:00,3.58,8.82
2023-03-03 15:00,2.82,8.11
2023-03-03 16:00,1.93,9.3
2023-03-03 17:00,0.67,8.72
2023-03-03 18:00,0.16,10.75
2023-03-03 19:00,0.0,8.44
2023-03-03 20:00,0.0,9.09
2023-03-03 21:00,0.0,9.12
2023-03-03 22:00,0.0,10.64
2023-03-03 23:00,0.0,2.35
2023-03-04 00:00,0.0,2.84
2023-03-04 01:00,0.0,3.24
2023-03-04 02:00,0.0,3.44
2023-03-04 03:00,0.0,2.58
2023-03-04 04:00,0.0,3.25
2023-03-04 05:00,0.0,3.53
2023-03-04 06:00,0.0,9.93
2023-03-04 07:00,0.97,10.3
2023-03-04 08:00,1.71,9.33
2023-03-04 09:00,1.67,8.76
2023-03-04 10:00,2.36,10.81
2023-03-04 11:00,3.8,8.84
2023-03-04 12:00,5.64,10.5
2023-03-04 13:00,4.4,9.79
2023-03-04 14:00,3.05,7.61
2023-03-04 15:00,1.98,10.72
2023-03-04 16:00,1.62,9.19
2023-03-04 17:00,1.89,9.19
2023-03-04 18:00,1.05,9.11
2023-03-04 19:00,0.0,7.28
2023-03-04 20:00,0.0,10.02
2023-03-04 21:00,0.0,7.91
2023-03-04 22:00,0.0,9.73
2023-03-04 23:00,0.0,3.13
2023-03-05 00:00,0.0,2.78
2023-03-05 01:00,0.0,3.03
2023-03-05 02:00,0.0,2.49
2023-03-05 03:00,0.0,2.95
2023-03-05 04:00,0.0,2.98
2023-03-05 05:00,0.0,2.34
2023-03-05 06:00,0.0,9.51
2023-03-05 07:00,0.44,8.76
2023-03-05 08:00,1.61,8.57
2023-03-05 09:00,2.02,9.88
2023-03-05 10:00,2.94,10.74
2023-03-05 11:00,2.96,8.06
2023-03-05 12:00,5.06,9.14
2023-03-05 13:00,3.72,7.85
2023-03-05 14:00,3.27,9.7
2023-03-05 15:00,3.01,8.93
2023-03-05 16:00,2.25,9.59
2023-03-05 17:00,1.23,9.48
2023-03-05 18:00,0.48,6.78
2023-03-05 19:00,0.0,9.52
2023-03-05 20:00,0.0,9.44
2023-03-05 21:00,0.0,9.66
2023-03-05 22:00,0.0,7.82
2023-03-05 23:00,0.0,3.22
2023-03-06 00:00,0.0,3.44
2023-03-06 01:00,0.0,3.39
2023-03-06 02:00,0.0,3.45
2023-03-06 03:00,0.0,2.71
2023-03-06 04:00,0.0,2.43
2023-03-06 05:00,0.0,2.79
2023-03-06 06:00,0.0,9.88
2023-03-06 07:00,1.06,8.28
2023-03-06 08:00,0.7,9.37
2023-03-06 09:00,2.94,8.29
2023-03-06 10:00,4.13,11.66
2023-03-06 11:00,3.53,9.06
2023-03-06 12:00,5.23,11.37
2023-03-06 13:00,3.99,9.01
2023-03-06 14:00,3.56,8.04
2023-03-06 15:00,1.66,7.73
2023-03-06 16:00,1.61,8.61
2023-03-06 17:00,1.31,8.02
2023-03-06 18:00,0.15,9.34
2023-03-06 19:00,0.0,9.22
2023-03-06 20:00,0.0,9.13
2023-03-06 21:00,0.0,9.39
2023-03-06 22:00,0.0,9.43
2023-03-06 23:00,0.0,3.25
2023-03-07 00:00,0.0,3.55
2023-03-07 01:00,0.0,3.01
2023-03-07 02:00,0.0,3.23
2023-03-07 03:00,0.0,3.01
2023-03-07 04:00,0.0,3.4
