hour,production,consumption
2023-11-01 00:00,0.0,3.12
2023-11-01 01:00,0.0,3.03
2023-11-01 02:00,0.0,3.04
2023-11-01 03:00,0.0,2.55
2023-11-01 04:00,0.0,2.97
2023-11-01 05:00,0.0,3.39
2023-11-01 06:00,0.0,9.84
2023-11-01 07:00,0.55,8.08
2023-11-01 08:00,1.13,9.82
2023-11-01 09:00,2.91,9.4
2023-11-01 10:00,3.51,9.34
2023-11-01 11:00,2.36,9.49
2023-11-01 12:00,5.5,8.05
2023-11-01 13:00,4.08,8.48
2023-11-01 14:00,3.84,9.88
2023-11-01 15:00,2.68,10.12
2023-11-01 16:00,2.21,9.21
2023-11-01 17:00,0.74,9.07
2023-11-01 18:00,0.3,9.26
2023-11-01 19:00,0.0,7.12
2023-11-01 20:00,0.0,8.97
2023-11-01 21:00,0.0,8.87
2023-11-01 22:00,0.0,8.62
2023-11-01 23:00,0.0,2.8
2023-11-02 00:00,0.0,2.77
2023-11-02 01:00,0.0,2.71
2023-11-02 02:00,0.0,2.65
2023-11-02 03:00,0.0,3.35
2023-11-02 04:00,0.0,3.54
2023-11-02 05:00,0.0,3.52
2023-11-02 06:00,0.0,8.65
2023-11-02 07:00,0.77,9.42
2023-11-02 08:00,1.38,6.84
2023-11-02 09:00,2.31,9.75
2023-11-02 10:00,3.08,9.56
2023-11-02 11:00,4.26,8.27
2023-11-02 12:00,5.11,7.67
2023-11-02 13:00,3.62,8.09
2023-11-02 14:00,3.46,8.5
2023-11-02 15:00,3.6,9.87
2023-11-02 16:00,1.26,8.38
2023-11-02 17:00,0.43,7.62
2023-11-02 18:00,0.31,8.59
2023-11-02 19:00,0.0,9.43
2023-11-02 20:00,0.0,9.45
2023-11-02 21:00,0.0,8.62
2023-11-02 22:00,0.0,8.85
2023-11-02 23:00,0.0,2.99
2023-11-03 00:00,0.0,3.43
2023-11-03 01:00,0.0,4.02
2023-11-03 02:00,0.0,2.54
2023-11-03 03:00,0.0,2.84
2023-11-03 04:00,0.0,3.07
2023-11-03 05:00,0.0,2.79
2023-11-03 06:00,0.0,10.61
2023-11-03 07:00,0.77,9.1
2023-11-03 08:00,1.35,9.07
2023-11-03 09:00,2.98,9.37
2023-11-03 10:00,2.64,8.75
2023-11-03 11:00,3.99,9.4
2023-11-03 12:00,4.28,9.43
2023-11-03 13:00,4.33,6.81
2023-11-03 14:00,2.69,9.44
2023-11-03 15:00,1.75,6.72
2023-11-03 16:00,0.64,8.18
2023-11-03 17:00,1.96,8.77
2023-11-03 18:00,0.23,10.31
2023-11-03 19:00,0.0,8.56
2023-11-03 20:00,0.0,8.26
2023-11-03 21:00,0.0,7.92
2023-11-03 22:00,0.0,8.67
2023-11-03 23:00,0.0,3.26
2023-11-04 00:00,0.0,2.58
2023-11-04 01:00,0.0,3.16
2023-11-04 02:00,0.0,2.6
2023-11-04 03:00,0.0,3.3
2023-11-04 04:00,0.0,2.93
2023-11-04 05:00,0.0,3.42
2023-11-04 06:00,0.0,8.3
2023-11-04 07:00,0.92,7.47
2023-11-04 08:00,2.42,7.86
2023-11-04 09:00,2.35,8.77
2023-11-04 10:00,2.93,9.36
2023-11-04 11:00,4.07,11.05
2023-11-04 12:00,4.68,8.57
2023-11-04 13:00,5.03,8.13
2023-11-04 14:00,3.52,9.86
2023-11-04 15:00,2.07,11.25
2023-11-04 16:00,1.56,8.58
2023-11-04 17:00,0.79,8.67
2023-11-04 18:00,0.06,8.18
2023-11-04 19:00,0.0,11.09
2023-11-04 20:00,0.0,9.0
2023-11-04 21:00,0.0,8.0
2023-11-04 22:00,0.0,8.28
2023-11-04 23:00,0.0,2.93
2023-11-05 00:00,0.0,2.92
2023-11-05 01:00,0.0,2.51
2023-11-05 02:00,0.0,2.76
