hour,production,consumption
2023-01-01 00:00,0.0,3.53
2023-01-01 01:00,0.0,3.14
2023-01-01 02:00,0.0,2.69
2023-01-01 03:00,0.0,3.24
2023-01-01 04:00,0.0,2.6
2023-01-01 05:00,0.0,3.17
2023-01-01 06:00,0.0,8.24
2023-01-01 07:00,0.78,9.66
2023-01-01 08:00,1.22,9.76
2023-01-01 09:00,1.84,7.88
2023-01-01 10:00,3.07,9.31
2023-01-01 11:00,3.59,9.54
2023-01-01 12:00,4.71,9.9
2023-01-01 13:00,4.2,10.84
2023-01-01 14:00,4.06,8.41
2023-01-01 15:00,2.69,10.93
2023-01-01 16:00,0.9,9.14
2023-01-01 17:00,0.59,10.19
2023-01-01 18:00,0.25,7.86
2023-01-01 19:00,0.0,9.47
2023-01-01 20:00,0.0,9.22
2023-01-01 21:00,0.0,8.16
2023-01-01 22:00,0.0,9.44
2023-01-01 23:00,0.0,3.01
2023-01-02 00:00,0.0,3.43
2023-01-02 01:00,0.0,2.96
2023-01-02 02:00,0.0,2.23
2023-01-02 03:00,0.0,2.64
2023-01-02 04:00,0.0,3.5
2023-01-02 05:00,0.0,2.63
2023-01-02 06:00,0.0,8.56
2023-01-02 07:00,1.05,7.11
2023-01-02 08:00,2.24,8.71
2023-01-02 09:00,2.26,8.31
2023-01-02 10:00,2.35,7.62
2023-01-02 11:00,3.95,10.38
2023-01-02 12:00,4.72,7.8
2023-01-02 13:00,3.38,6.98
2023-01-02 14:00,2.82,9.08
2023-01-02 15:00,2.87,8.15
2023-01-02 16:00,0.6,9.97
2023-01-02 17:00,1.01,10.07
2023-01-02 18:00,0.5,8.3
2023-01-02 19:00,0.0,8.9
2023-01-02 20:00,0.0,8.85
2023-01-02 21:00,0.0,8.07
2023-01-02 22:00,0.0,7.16
2023-01-02 23:00,0.0,2.9
2023-01-03 00:00,0.0,2.42
2023-01-03 01:00,0.0,3.29
2023-01-03 02:00,0.0,3.75
2023-01-03 03:00,0.0,3.42
2023-01-03 04:00,0.0,3.16
2023-01-03 05:00,0.0,3.57
2023-01-03 06:00,0.0,9.78
2023-01-03 07:00,1.06,10.45
2023-01-03 08:00,1.97,9.42
2023-01-03 09:00,3.55,8.28
2023-01-03 10:00,3.28,8.25
2023-01-03 11:00,3.4,8.85
2023-01-03 12:00,5.42,8.04
2023-01-03 13:00,4.09,7.87
2023-01-03 14:00,3.73,7.66
2023-01-03 15:00,1.55,8.05
2023-01-03 16:00,1.44,10.57
2023-01-03 17:00,0.47,9.49
2023-01-03 18:00,0.26,11.13
2023-01-03 19:00,0.0,7.12
2023-01-03 20:00,0.0,9.52
2023-01-03 21:00,0.0,8.39
2023-01-03 22:00,0.0,7.32
2023-01-03 23:00,0.0,3.87
2023-01-04 00:00,0.0,1.92
2023-01-04 01:00,0.0,2.71
2023-01-04 02:00,0.0,2.81
2023-01-04 03:00,0.0,2.84
2023-01-04 04:00,0.0,2.77
2023-01-04 05:00,0.0,2.79
2023-01-04 06:00,0.0,10.11
2023-01-04 07:00,1.1,9.41
2023-01-04 08:00,1.4,11.12
2023-01-04 09:00,2.52,8.59
2023-01-04 10:00,3.68,9.7
2023-01-04 11:00,2.78,9.89
2023-01-04 12:00,4.32,10.55
2023-01-04 13:00,4.07,9.41
2023-01-04 14:00,4.32,9.44
2023-01-04 15:00,3.17,6.28
2023-01-04 16:00,1.31,8.05
2023-01-04 17:00,0.65,9.24
2023-01-04 18:00,0.6,9.02
2023-01-04 19:00,0.0,9.86
2023-01-04 20:00,0.0,9.29
2023-01-04 21:00,0.0,8.7
2023-01-04 22:00,0.0,6.8
2023-01-04 23:00,0.0,2.17
2023-01-05 00:00,0.0,2.98
2023-01-05 01:00,0.0,2.85
2023-01-05 02:00,0.0,2.9
2023-01-05 03:00,0.0,2.87
2023-01-05 04:00,0.0,2.85
2023-01-05 05:00,0.0,2.85
2023-01-05 06:00,0.0,11.52
2023-01-05 07:00,0.57,7.85
2023-01-05 08:00,0.9,10.74
2023-01-05 09:00,2.53,10.21
2023-01-05 10:00,3.37,9.28
2023-01-05 11:00,3.4,8.27
2023-01-05 12:00,3.81,7.77
2023-01-05 13:00,4.16,6.73
2023-01-05 14:00,1.71,8.85
2023-01-05 15:00,2.62,8.37
2023-01-05 16:00,2.02,10.35
2023-01-05 17:00,0.91,9.45
2023-01-05 18:00,0.35,8.86
2023-01-05 19:00,0.0,9.72
2023-01-05 20:00,0.0,9.56
2023-01-05 21:00,0.0,8.72
2023-01-05 22:00,0.0,9.56
2023-01-05 23:00,0.0,3.05
2023-01-06 00:00,0.0,3.25
2023-01-06 01:00,0.0,2.66
2023-01-06 02:00,0.0,3.06
2023-01-06 03:00,0.0,2.66
2023-01-06 04:00,0.0,3.66
2023-01-06 05:00,0.0,3.3
2023-01-06 06:00,0.0,9.06
2023-01-06 07:00,0.84,6.97
2023-01-06 08:00,1.88,7.32
2023-01-06 09:00,1.87,7.59
2023-01-06 10:00,3.49,8.15
2023-01-06 11:00,3.98,8.63
2023-01-06 12:00,4.91,8.12
2023-01-06 13:00,3.83,8.95
2023-01-06 14:00,3.62,10.29
2023-01-06 15:00,1.68,10.26
2023-01-06 16:00,2.28,7.0
2023-01-06 17:00,1.02,7.92
2023-01-06 18:00,0.12,8.65
2023-01-06 19:00,0.0,10.07
2023-01-06 20:00,0.0,9.03
2023-01-06 21:00,0.0,7.59
2023-01-06 22:00,0.0,9.64
2023-01-06 23:00,0.0,2.5
2023-01-07 00:00,0.0,2.95
2023-01-07 01:00,0.0,3.33
2023-01-07 02:00,0.0,2.59
2023-01-07 03:00,0.0,2.28
2023-01-07 04:00,0.0,2.77
2023-01-07 05:00,0.0,2.71
2023-01-07 06:00,0.0,9.88
2023-01-07 07:00,0.49,9.41
2023-01-07 08:00,1.46,9.67
2023-01-07 09:00,2.82,8.97
2023-01-07 10:00,3.63,10.06
2023-01-07 11:00,4.65,7.3
2023-01-07 12:00,6.32,6.89
2023-01-07 13:00,3.28,8.23
2023-01-07 14:00,2.86,7.56
2023-01-07 15:00,2.21,10.16
2023-01-07 16:00,1.8,9.44
2023-01-07 17:00,1.62,9.55
2023-01-07 18:00,0.97,8.38
2023-01-07 19:00,0.0,9.46
2023-01-07 20:00,0.0,7.69
2023-01-07 21:00,0.0,9.42
2023-01-07 22:00,0.0,8.66
2023-01-07 23:00,0.0,3.18
