hour,production,consumption
2023-10-01 00:00,0.0,3.2
2023-10-01 01:00,0.0,2.54
2023-10-01 02:00,0.0,2.83
2023-10-01 03:00,0.0,3.14
2023-10-01 04:00,0.0,3.11
2023-10-01 05:00,0.0,2.44
2023-10-01 06:00,0.0,7.64
2023-10-01 07:00,0.54,8.97
2023-10-01 08:00,1.91,10.5
2023-10-01 09:00,2.21,8.67
2023-10-01 10:00,3.49,10.68
2023-10-01 11:00,4.1,9.19
2023-10-01 12:00,4.87,10.76
2023-10-01 13:00,3.3,10.73
2023-10-01 14:00,3.65,9.33
2023-10-01 15:00,1.9,9.95
2023-10-01 16:00,1.06,9.81
2023-10-01 17:00,0.7,11.33
2023-10-01 18:00,0.33,9.39
2023-10-01 19:00,0.0,10.07
2023-10-01 20:00,0.0,9.16
2023-10-01 21:00,0.0,9.95
2023-10-01 22:00,0.0,9.8
2023-10-01 23:00,0.0,2.74
2023-10-02 00:00,0.0,3.47
2023-10-02 01:00,0.0,3.12
2023-10-02 02:00,0.0,2.47
2023-10-02 03:00,0.0,2.87
2023-10-02 04:00,0.0,2.35
2023-10-02 05:00,0.0,3.09
2023-10-02 06:00,0.0,9.43
2023-10-02 07:00,1.26,9.13
2023-10-02 08:00,1.32,8.01
2023-10-02 09:00,2.52,11.39
2023-10-02 10:00,3.25,10.49
2023-10-02 11:00,3.71,8.79
2023-10-02 12:00,5.29,7.39
2023-10-02 13:00,4.06,7.98
2023-10-02 14:00,2.74,7.71
2023-10-02 15:00,2.7,7.05
2023-10-02 16:00,1.16,8.03
2023-10-02 17:00,0.13,9.75
2023-10-02 18:00,0.04,9.5
2023-10-02 19:00,0.0,10.14
2023-10-02 20:00,0.0,9.29
2023-10-02 21:00,0.0,9.47
2023-10-02 22:00,0.0,8.35
2023-10-02 23:00,0.0,2.74
2023-10-03 00:00,0.0,3.0
2023-10-03 01:00,0.0,2.82
2023-10-03 02:00,0.0,3.23
2023-10-03 03:00,0.0,3.07
2023-10-03 04:00,0.0,2.66
2023-10-03 05:00,0.0,2.81
2023-10-03 06:00,0.0,9.28
2023-10-03 07:00,0.73,9.32
2023-10-03 08:00,1.31,10.15
2023-10-03 09:00,3.1,9.34
2023-10-03 10:00,3.73,9.84
2023-10-03 11:00,3.64,8.87
2023-10-03 12:00,4.7,8.3
2023-10-03 13:00,4.14,10.54
2023-10-03 14:00,2.46,9.65
2023-10-03 15:00,1.66,8.33
2023-10-03 16:00,1.47,12.08
2023-10-03 17:00,0.62,9.95
2023-10-03 18:00,0.0,7.78
2023-10-03 19:00,0.0,10.52
2023-10-03 20:00,0.0,7.4
2023-10-03 21:00,0.0,10.24
2023-10-03 22:00,0.0,9.33
2023-10-03 23:00,0.0,2.84
2023-10-04 00:00,0.0,2.99
2023-10-04 01:00,0.0,2.81
2023-10-04 02:00,0.0,3.02
2023-10-04 03:00,0.0,2.8
2023-10-04 04:00,0.0,3.42
2023-10-04 05:00,0.0,2.35
2023-10-04 06:00,0.0,8.72
2023-10-04 07:00,0.51,6.36
2023-10-04 08:00,2.1,10.16
2023-10-04 09:00,2.42,9.26
2023-10-04 10:00,3.78,8.35
2023-10-04 11:00,5.08,8.28
2023-10-04 12:00,4.52,8.69
2023-10-04 13:00,4.04,9.26
2023-10-04 14:00,3.15,9.47
2023-10-04 15:00,3.19,9.05
2023-10-04 16:00,2.5,7.79
2023-10-04 17:00,0.99,8.18
2023-10-04 18:00,0.38,9.7
2023-10-04 19:00,0.0,9.45
2023-10-04 20:00,0.0,8.97
2023-10-04 21:00,0.0,9.58
2023-10-04 22:00,0.0,8.86
2023-10-04 23:00,0.0,3.21
2023-10-05 00:00,0.0,3.37
2023-10-05 01:00,0.0,2.8
2023-10-05 02:00,0.0,3.34
2023-10-05 03:00,0.0,3.17
2023-10-05 04:00,0.0,3.44
2023-10-05 05:00,0.0,3.61
2023-10-05 06:00,0.0,8.17
2023-10-05 07:00,1.02,7.84
2023-10-05 08:00,2.33,9.24
2023-10-05 09:00,1.82,8.49
2023-10-05 10:00,2.84,8.49
2023-10-05 11:00,3.74,8.1
2023-10-05 12:00,4.82,8.8
2023-10-05 13:00,3.6,8.33
2023-10-05 14:00,2.82,9.01
2023-10-05 15:00,2.59,9.87
2023-10-05 16:00,1.18,10.53
2023-10-05 17:00,1.31,8.8
2023-10-05 18:00,0.0,6.94
2023-10-05 19:00,0.0,9.23
2023-10-05 20:00,0.0,7.19
2023-10-05 21:00,0.0,8.95
2023-10-05 22:00,0.0,7.9
2023-10-05 23:00,0.0,3.27
